year,sex,age,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($),generation,continent
2009,female,5-14 years,-0.42748668279894925,0.0,-0.3005847761804567,-0.7227748056601947,Generation Z,AS
2009,male,5-14 years,-0.4215891110305262,0.0,-0.3005847761804567,-0.7227748056601947,Generation Z,AS
2010,male,75+ years,-0.4582212888241854,11.47,-0.30016351587272455,-0.7098033161543529,Silent,AS
2010,male,55-74 years,-0.4222358755114153,6.73,-0.30016351587272455,-0.7098033161543529,Silent,AS
2010,male,25-34 years,-0.4197214188181249,4.93,-0.30016351587272455,-0.7098033161543529,Generation X,AS
2010,male,35-54 years,-0.38295988812828796,4.33,-0.30016351587272455,-0.7098033161543529,Generation X,AS
2010,male,15-24 years,-0.4071399323788224,3.17,-0.30016351587272455,-0.7098033161543529,Millenials,AS
2010,female,55-74 years,-0.4068766251000415,2.76,-0.30016351587272455,-0.7098033161543529,Silent,AS
2010,female,75+ years,-0.4506960690518807,2.45,-0.30016351587272455,-0.7098033161543529,Silent,AS
2010,female,5-14 years,-0.4288717302129638,1.2,-0.30016351587272455,-0.7098033161543529,Generation Z,AS
2010,female,35-54 years,-0.36229614642108504,1.17,-0.30016351587272455,-0.7098033161543529,Generation X,AS
2010,male,5-14 years,-0.42258814486108526,1.04,-0.30016351587272455,-0.7098033161543529,Generation Z,AS
2010,female,15-24 years,-0.4023914540260501,0.74,-0.30016351587272455,-0.7098033161543529,Millenials,AS
2010,female,25-34 years,-0.41105145147846006,0.42,-0.30016351587272455,-0.7098033161543529,Generation X,AS
2011,female,75+ years,-0.4494503444212987,6.92,-0.2995568700705294,-0.6919079551218039,Silent,AS
2011,male,35-54 years,-0.38437612339474064,6.74,-0.2995568700705294,-0.6919079551218039,Generation X,AS
2011,male,55-74 years,-0.42175476454183697,5.64,-0.2995568700705294,-0.6919079551218039,Boomers,AS
2011,male,25-34 years,-0.4179375759139179,3.81,-0.2995568700705294,-0.6919079551218039,Millenials,AS
2011,male,75+ years,-0.4573950663727097,3.6,-0.2995568700705294,-0.6919079551218039,Silent,AS
2011,male,15-24 years,-0.4089102264618883,2.85,-0.2995568700705294,-0.6919079551218039,Millenials,AS
2011,female,15-24 years,-0.40517893224724144,1.54,-0.2995568700705294,-0.6919079551218039,Millenials,AS
2011,female,55-74 years,-0.40601793660545404,1.17,-0.2995568700705294,-0.6919079551218039,Boomers,AS
2011,female,35-54 years,-0.3636745472435964,0.71,-0.2995568700705294,-0.6919079551218039,Generation X,AS
2011,female,25-34 years,-0.408990752474331,0.0,-0.2995568700705294,-0.6919079551218039,Millenials,AS
2011,female,5-14 years,-0.42967392267977406,0.0,-0.2995568700705294,-0.6919079551218039,Generation Z,AS
2011,male,5-14 years,-0.42318761628704765,0.0,-0.2995568700705294,-0.6919079551218039,Generation Z,AS
2012,male,75+ years,-0.4571309921795246,8.83,-0.2992285779429192,-0.693231576499951,Silent,AS
2012,male,35-54 years,-0.3752897215335864,6.9,-0.2992285779429192,-0.693231576499951,Generation X,AS
2012,male,55-74 years,-0.41728109718390877,5.18,-0.2992285779429192,-0.693231576499951,Boomers,AS
2012,male,25-34 years,-0.4088550086247847,4.48,-0.2992285779429192,-0.693231576499951,Millenials,AS
2012,female,75+ years,-0.4482759428303089,3.29,-0.2992285779429192,-0.693231576499951,Silent,AS
2012,male,15-24 years,-0.40638145403305254,1.96,-0.2992285779429192,-0.693231576499951,Millenials,AS
2012,female,35-54 years,-0.3619428545188761,1.63,-0.2992285779429192,-0.693231576499951,Generation X,AS
2012,female,25-34 years,-0.40519299234465206,1.54,-0.2992285779429192,-0.693231576499951,Millenials,AS
2012,female,55-74 years,-0.40170966712070183,1.46,-0.2992285779429192,-0.693231576499951,Boomers,AS
2012,female,15-24 years,-0.40638937881522946,0.78,-0.2992285779429192,-0.693231576499951,Millenials,AS
2012,male,5-14 years,-0.4224125214625198,0.52,-0.2992285779429192,-0.693231576499951,Generation Z,AS
2012,female,5-14 years,-0.428891158711204,0.0,-0.2992285779429192,-0.693231576499951,Generation Z,AS
2013,male,75+ years,-0.45660897910838805,11.94,-0.29888313059262805,-0.6834897231567884,Silent,AS
2013,female,75+ years,-0.4472902021827563,6.31,-0.29888313059262805,-0.6834897231567884,Silent,AS
2013,male,55-74 years,-0.4158543807539318,5.04,-0.29888313059262805,-0.6834897231567884,Boomers,AS
2013,female,55-74 years,-0.39987623041835546,3.92,-0.29888313059262805,-0.6834897231567884,Boomers,AS
2013,male,25-34 years,-0.40756556987316245,3.59,-0.29888313059262805,-0.6834897231567884,Millenials,AS
2013,male,35-54 years,-0.37690100869684473,3.51,-0.29888313059262805,-0.6834897231567884,Generation X,AS
2013,female,35-54 years,-0.3632496766636606,1.42,-0.29888313059262805,-0.6834897231567884,Generation X,AS
2013,male,15-24 years,-0.409303909189386,0.82,-0.29888313059262805,-0.6834897231567884,Millenials,AS
2013,male,5-14 years,-0.4220686881712961,0.52,-0.29888313059262805,-0.6834897231567884,Generation Z,AS
2013,female,15-24 years,-0.4096364944026811,0.41,-0.29888313059262805,-0.6834897231567884,Millenials,AS
2013,female,25-34 years,-0.4036980205326998,0.0,-0.29888313059262805,-0.6834897231567884,Millenials,AS
2013,female,5-14 years,-0.42862912962309674,0.0,-0.29888313059262805,-0.6834897231567884,Generation Z,AS
2014,male,75+ years,-0.45623370232659155,14.97,-0.2985473822297795,-0.6736949249584997,Silent,AS
2014,female,75+ years,-0.44651689682517154,6.12,-0.2985473822297795,-0.6736949249584997,Silent,AS
2014,male,55-74 years,-0.4142267327500501,5.35,-0.2985473822297795,-0.6736949249584997,Boomers,AS
2014,male,35-54 years,-0.37871041541452566,3.58,-0.2985473822297795,-0.6736949249584997,Generation X,AS
2014,male,25-34 years,-0.4068053020604494,2.37,-0.2985473822297795,-0.6736949249584997,Millenials,AS
2014,female,55-74 years,-0.3977656819779523,1.38,-0.2985473822297795,-0.6736949249584997,Boomers,AS
2014,male,15-24 years,-0.4126085433571538,1.3,-0.2985473822297795,-0.6736949249584997,Millenials,AS
2014,female,15-24 years,-0.4133409466131804,0.88,-0.2985473822297795,-0.6736949249584997,Millenials,AS
2014,female,5-14 years,-0.42780060642840845,0.58,-0.2985473822297795,-0.6736949249584997,Generation Z,AS
2014,female,35-54 years,-0.36478657312970997,0.48,-0.2985473822297795,-0.6736949249584997,Generation X,AS
2014,female,25-34 years,-0.40259340815249367,0.0,-0.2985473822297795,-0.6736949249584997,Millenials,AS
2014,male,5-14 years,-0.4212452777393026,0.0,-0.2985473822297795,-0.6736949249584997,Generation Z,AS
2015,male,75+ years,-0.45591492157257235,19.56,-0.29927397001963724,-0.6931256867896993,Silent,AS
2015,male,55-74 years,-0.41249273928211716,6.92,-0.29927397001963724,-0.6931256867896993,Boomers,AS
2015,female,75+ years,-0.4458430347020002,4.96,-0.29927397001963724,-0.6931256867896993,Silent,AS
2015,male,35-54 years,-0.38040964209613415,4.21,-0.29927397001963724,-0.6931256867896993,Generation X,AS
2015,male,25-34 years,-0.40627383037832754,3.91,-0.29927397001963724,-0.6931256867896993,Millenials,AS
2015,female,55-74 years,-0.3954357960179433,1.68,-0.29927397001963724,-0.6931256867896993,Boomers,AS
2015,female,15-24 years,-0.41740175838350546,1.42,-0.29927397001963724,-0.6931256867896993,Millenials,AS
2015,female,35-54 years,-0.36618465808859624,0.97,-0.29927397001963724,-0.6931256867896993,Generation X,AS
2015,male,15-24 years,-0.41615782321986666,0.92,-0.29927397001963724,-0.6931256867896993,Millenials,AS
2015,female,25-34 years,-0.40152714149249835,0.73,-0.29927397001963724,-0.6931256867896993,Millenials,AS
2015,female,5-14 years,-0.4267563246480007,0.0,-0.29927397001963724,-0.6931256867896993,Generation Z,AS
2015,male,5-14 years,-0.42020329670210743,0.0,-0.29927397001963724,-0.6931256867896993,Generation Z,AS
2016,male,75+ years,-0.45576128305359437,19.37,-0.29927892493400193,-0.6924374036730628,Silent,AS
2016,male,55-74 years,-0.4108055275928414,6.73,-0.29927892493400193,-0.6924374036730628,Boomers,AS
2016,male,35-54 years,-0.3819644332316152,4.56,-0.29927892493400193,-0.6924374036730628,Generation X,AS
2016,male,15-24 years,-0.4199044557225978,2.47,-0.29927892493400193,-0.6924374036730628,Millenials,AS
2016,female,75+ years,-0.44541867539833385,1.95,-0.29927892493400193,-0.6924374036730628,Silent,AS
2016,female,55-74 years,-0.3927738361209087,1.95,-0.29927892493400193,-0.6924374036730628,Boomers,AS
2016,male,25-34 years,-0.40624187561148517,1.56,-0.29927892493400193,-0.6924374036730628,Millenials,AS
2016,female,35-54 years,-0.36727137579937064,0.74,-0.29927892493400193,-0.6924374036730628,Generation X,AS
2016,female,25-34 years,-0.40067228756993195,0.72,-0.29927892493400193,-0.6924374036730628,Millenials,AS
2016,female,15-24 years,-0.4216422837625519,0.51,-0.29927892493400193,-0.6924374036730628,Millenials,AS
1995,male,75+ years,-0.47137233702768583,224.97,-0.30562551367391655,0.05731468976458861,G.I. Generation,NA
1995,male,25-34 years,-0.46967720055623313,53.19,-0.30562551367391655,0.05731468976458861,Generation X,NA
1995,male,55-74 years,-0.4704344007113293,21.94,-0.30562551367391655,0.05731468976458861,Silent,NA
1995,male,35-54 years,-0.4685587837167511,8.41,-0.30562551367391655,0.05731468976458861,Boomers,NA
1995,female,15-24 years,-0.47028613059318086,0.0,-0.30562551367391655,0.05731468976458861,Generation X,NA
1995,female,25-34 years,-0.469697907245147,0.0,-0.30562551367391655,0.05731468976458861,Generation X,NA
1995,female,35-54 years,-0.46843198720192064,0.0,-0.30562551367391655,0.05731468976458861,Boomers,NA
1995,female,5-14 years,-0.4700898005057015,0.0,-0.30562551367391655,0.05731468976458861,Millenials,NA
1995,female,55-74 years,-0.4702805065542166,0.0,-0.30562551367391655,0.05731468976458861,Silent,NA
1995,female,75+ years,-0.47126854794498185,0.0,-0.30562551367391655,0.05731468976458861,G.I. Generation,NA
1995,male,15-24 years,-0.4702633787991891,0.0,-0.30562551367391655,0.05731468976458861,Generation X,NA
1995,male,5-14 years,-0.4700241015050736,0.0,-0.30562551367391655,0.05731468976458861,Millenials,NA
1999,male,25-34 years,-0.4698022076041204,56.89,-0.30534887241808495,0.2202789538420613,Generation X,NA
1999,male,15-24 years,-0.4702119955341066,36.85,-0.30534887241808495,0.2202789538420613,Generation X,NA
1999,male,35-54 years,-0.4680700036031306,21.73,-0.30534887241808495,0.2202789538420613,Boomers,NA
1999,female,15-24 years,-0.4701774843859169,0.0,-0.30534887241808495,0.2202789538420613,Generation X,NA
1999,female,25-34 years,-0.46970506511291965,0.0,-0.30534887241808495,0.2202789538420613,Generation X,NA
1999,female,35-54 years,-0.46777755357698947,0.0,-0.30534887241808495,0.2202789538420613,Boomers,NA
1999,female,5-14 years,-0.46986535022340087,0.0,-0.30534887241808495,0.2202789538420613,Millenials,NA
1999,female,55-74 years,-0.4700166879991662,0.0,-0.30534887241808495,0.2202789538420613,Silent,NA
1999,female,75+ years,-0.47122253308072887,0.0,-0.30534887241808495,0.2202789538420613,G.I. Generation,NA
1999,male,5-14 years,-0.46982981652267214,0.0,-0.30534887241808495,0.2202789538420613,Millenials,NA
1999,male,55-74 years,-0.470220431592553,0.0,-0.30534887241808495,0.2202789538420613,Silent,NA
1999,male,75+ years,-0.471350607786233,0.0,-0.30534887241808495,0.2202789538420613,G.I. Generation,NA
2000,female,75+ years,-0.4712163977654952,133.42,-0.30524523139163556,0.28942493463646657,G.I. Generation,NA
2000,male,75+ years,-0.4713467732142119,101.11,-0.30524523139163556,0.28942493463646657,G.I. Generation,NA
2000,male,25-34 years,-0.46985410214547235,43.94,-0.30524523139163556,0.28942493463646657,Generation X,NA
2000,male,35-54 years,-0.46796237994840556,14.06,-0.30524523139163556,0.28942493463646657,Boomers,NA
2000,female,35-54 years,-0.46760550911231025,12.8,-0.30524523139163556,0.28942493463646657,Boomers,NA
2000,female,15-24 years,-0.4701488529148261,0.0,-0.30524523139163556,0.28942493463646657,Generation X,NA
2000,female,25-34 years,-0.46972142595354294,0.0,-0.30524523139163556,0.28942493463646657,Generation X,NA
2000,female,5-14 years,-0.4698167789778005,0.0,-0.30524523139163556,0.28942493463646657,Millenials,NA
2000,female,55-74 years,-0.46994127474941827,0.0,-0.30524523139163556,0.28942493463646657,Silent,NA
2000,male,15-24 years,-0.47019001065451904,0.0,-0.30524523139163556,0.28942493463646657,Generation X,NA
2000,male,5-14 years,-0.46978175655334126,0.0,-0.30524523139163556,0.28942493463646657,Millenials,NA
2000,male,55-74 years,-0.4701649581173147,0.0,-0.30524523139163556,0.28942493463646657,Silent,NA
2001,male,35-54 years,-0.4678511773597942,27.28,-0.30521302876751166,0.2885778169544524,Boomers,NA
2001,female,15-24 years,-0.47009210124891415,0.0,-0.30521302876751166,0.2885778169544524,Millenials,NA
2001,female,25-34 years,-0.46973599732722304,0.0,-0.30521302876751166,0.2885778169544524,Generation X,NA
2001,female,35-54 years,-0.46745570516535334,0.0,-0.30521302876751166,0.2885778169544524,Boomers,NA
2001,female,5-14 years,-0.46976386188390956,0.0,-0.30521302876751166,0.2885778169544524,Millenials,NA
2001,female,55-74 years,-0.4698630494801882,0.0,-0.30521302876751166,0.2885778169544524,Silent,NA
2001,female,75+ years,-0.4712112850028004,0.0,-0.30521302876751166,0.2885778169544524,Silent,NA
2001,male,15-24 years,-0.4701393943038408,0.0,-0.30521302876751166,0.2885778169544524,Millenials,NA
2001,male,25-34 years,-0.4699026733910727,0.0,-0.30521302876751166,0.2885778169544524,Generation X,NA
2001,male,5-14 years,-0.469742899556861,0.0,-0.30521302876751166,0.2885778169544524,Millenials,NA
2001,male,55-74 years,-0.4701051387937858,0.0,-0.30521302876751166,0.2885778169544524,Silent,NA
2001,male,75+ years,-0.4713355251362834,0.0,-0.30521302876751166,0.2885778169544524,Silent,NA
2002,male,55-74 years,-0.47003611649740634,65.4,-0.3051986972740564,0.2711060147629105,Silent,NA
2002,male,25-34 years,-0.46994843261719094,30.96,-0.3051986972740564,0.2711060147629105,Generation X,NA
2002,male,15-24 years,-0.47008162008538984,16.84,-0.3051986972740564,0.2711060147629105,Millenials,NA
2002,male,35-54 years,-0.4677440649813387,13.26,-0.3051986972740564,0.2711060147629105,Boomers,NA
2002,female,15-24 years,-0.4700271691626905,0.0,-0.3051986972740564,0.2711060147629105,Millenials,NA
2002,female,25-34 years,-0.46975056870090315,0.0,-0.3051986972740564,0.2711060147629105,Generation X,NA
2002,female,35-54 years,-0.4673094801522828,0.0,-0.3051986972740564,0.2711060147629105,Boomers,NA
2002,female,5-14 years,-0.469714523723905,0.0,-0.3051986972740564,0.2711060147629105,Millenials,NA
2002,female,55-74 years,-0.46977741070505075,0.0,-0.3051986972740564,0.2711060147629105,Silent,NA
2002,female,75+ years,-0.47120463841129717,0.0,-0.3051986972740564,0.2711060147629105,Silent,NA
2002,male,5-14 years,-0.46970634330359334,0.0,-0.3051986972740564,0.2711060147629105,Millenials,NA
2002,male,75+ years,-0.47132606652529807,0.0,-0.3051986972740564,0.2711060147629105,Silent,NA
2003,male,35-54 years,-0.46764666685200323,12.93,-0.3051435196784319,0.2900602728979772,Boomers,NA
2003,female,15-24 years,-0.46996044760952366,0.0,-0.3051435196784319,0.2900602728979772,Millenials,NA
2003,female,25-34 years,-0.46976590698898746,0.0,-0.3051435196784319,0.2900602728979772,Generation X,NA
2003,female,35-54 years,-0.4671734806646018,0.0,-0.3051435196784319,0.2900602728979772,Boomers,NA
2003,female,5-14 years,-0.46967541108928995,0.0,-0.3051435196784319,0.2900602728979772,Millenials,NA
2003,female,55-74 years,-0.46968768171975744,0.0,-0.3051435196784319,0.2900602728979772,Silent,NA
2003,female,75+ years,-0.4711956910765813,0.0,-0.3051435196784319,0.2900602728979772,Silent,NA
2003,male,15-24 years,-0.47002077820932203,0.0,-0.3051435196784319,0.2900602728979772,Millenials,NA
2003,male,25-34 years,-0.46998933471874915,0.0,-0.3051435196784319,0.2900602728979772,Generation X,NA
2003,male,5-14 years,-0.46967592236555944,0.0,-0.3051435196784319,0.2900602728979772,Millenials,NA
2003,male,55-74 years,-0.46996300399087104,0.0,-0.3051435196784319,0.2900602728979772,Silent,NA
2003,male,75+ years,-0.47131660791431274,0.0,-0.3051435196784319,0.2900602728979772,Silent,NA
2004,male,75+ years,-0.47130919440840535,88.03,-0.3050011309661901,0.3847256738630588,Silent,NA
2004,male,55-74 years,-0.46988631255044944,44.76,-0.3050011309661901,0.3847256738630588,Silent,NA
2004,male,25-34 years,-0.4700238458669389,16.22,-0.3050011309661901,0.3847256738630588,Generation X,NA
2004,female,15-24 years,-0.46989960573345585,15.04,-0.3050011309661901,0.3847256738630588,Millenials,NA
2004,male,35-54 years,-0.4675646070107521,12.67,-0.3050011309661901,0.3847256738630588,Boomers,NA
2004,female,25-34 years,-0.4697840572965539,0.0,-0.3050011309661901,0.3847256738630588,Generation X,NA
2004,female,35-54 years,-0.46705716531329566,0.0,-0.3050011309661901,0.3847256738630588,Boomers,NA
2004,female,5-14 years,-0.46965419312410667,0.0,-0.3050011309661901,0.3847256738630588,Millenials,NA
2004,female,55-74 years,-0.4696005091158115,0.0,-0.3050011309661901,0.3847256738630588,Silent,NA
2004,female,75+ years,-0.4711864881037307,0.0,-0.3050011309661901,0.3847256738630588,Silent,NA
2004,male,15-24 years,-0.4699647934578142,0.0,-0.3050011309661901,0.3847256738630588,Millenials,NA
2004,male,5-14 years,-0.46966007280120564,0.0,-0.3050011309661901,0.3847256738630588,Millenials,NA
2005,male,55-74 years,-0.4698129444057794,28.62,-0.30493046121433537,0.4237460320908357,Silent,NA
2005,male,35-54 years,-0.4675065771541664,18.74,-0.30493046121433537,0.4237460320908357,Boomers,NA
2005,female,15-24 years,-0.4698502675734513,14.61,-0.30493046121433537,0.4237460320908357,Millenials,NA
2005,female,25-34 years,-0.46980910983375834,14.28,-0.30493046121433537,0.4237460320908357,Generation X,NA
2005,female,55-74 years,-0.4695194718270993,12.29,-0.30493046121433537,0.4237460320908357,Silent,NA
2005,female,35-54 years,-0.46696820324240657,11.04,-0.30493046121433537,0.4237460320908357,Boomers,NA
